req2_content,req1_content,cos,pos_overlap_ratio,opposite_overlap_count,jaccard,euclidean,levenshtein,jensen_shannon,ngram,bm25,decision
EHRs should be accessible to authorized healthcare providers for updating and reference.,Automatic appointment reminders via email or SMS should be sent to patients.,0.144,0.333,0,0.143,1.308,70,0.75,0,5.166,No
"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",Automatic appointment reminders via email or SMS should be sent to patients.,0.041,0,0,0.04,1.385,77,0.923,0,1.909,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,Automatic appointment reminders via email or SMS should be sent to patients.,0.039,0,0,0.038,1.386,69,0.926,0,2.009,No
All the data must be encrypted.,Automatic appointment reminders via email or SMS should be sent to patients.,0.064,0.5,0,0.059,1.369,56,0.885,0,1.276,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",Automatic appointment reminders via email or SMS should be sent to patients.,0.074,0.125,0,0.034,1.361,106,0.933,0,2.343,No
It must integrate with insurance systems for verification and claim processing.,Automatic appointment reminders via email or SMS should be sent to patients.,0,0,0,0,1.414,64,1,0,0,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,Automatic appointment reminders via email or SMS should be sent to patients.,0.042,0,0,0.042,1.384,72,0.92,0,1.813,No
It should provide financial reporting and analytics for hospital administrators.,Automatic appointment reminders via email or SMS should be sent to patients.,0.048,0,0,0.048,1.38,64,0.909,0,1.554,No
Insurance will also be managed through this software.,Automatic appointment reminders via email or SMS should be sent to patients.,0.054,0.5,0,0.053,1.375,59,0.899,0,1.405,No
All kinds of payments should be done through online banking.,Automatic appointment reminders via email or SMS should be sent to patients.,0.102,0.5,0,0.1,1.34,57,0.818,0,3.109,No
"The system must manage employee records, including personal details, qualifications, and work history.",Automatic appointment reminders via email or SMS should be sent to patients.,0,0,0,0,1.414,78,1,0,0,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",Automatic appointment reminders via email or SMS should be sent to patients.,0.088,0,0,0.087,1.351,69,0.84,0,3.626,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",Automatic appointment reminders via email or SMS should be sent to patients.,0.046,0,0,0.045,1.381,69,0.913,0,1.636,No
The system should ensure compliance with labor laws and regulations.,Automatic appointment reminders via email or SMS should be sent to patients.,0.048,0,0,0.048,1.38,56,0.909,0,1.554,No
Emplyoee management system also needs to be implemented.,Automatic appointment reminders via email or SMS should be sent to patients.,0.115,0.333,0,0.111,1.33,54,0.798,0,2.81,No
Recruitment exam should also be managable.,Automatic appointment reminders via email or SMS should be sent to patients.,0.136,0.5,0,0.125,1.314,53,0.77,0,2.551,No
Performance evaluation of each staff should be automated.,Automatic appointment reminders via email or SMS should be sent to patients.,0.115,0.5,0,0.111,1.33,50,0.798,0,2.81,No
"Staff payment should be managed, and histories should be kept.",Automatic appointment reminders via email or SMS should be sent to patients.,0.192,0.25,0,0.111,1.271,51,0.752,0,3.109,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",Automatic appointment reminders via email or SMS should be sent to patients.,0.033,0,0,0.03,1.391,131,0.94,0,2.876,No
It must allow users to create custom reports and dashboards for specific analysis needs.,Automatic appointment reminders via email or SMS should be sent to patients.,0.041,0,0,0.04,1.385,63,0.923,0,1.909,No
The system should support data visualization tools to aid in decision-making.,Automatic appointment reminders via email or SMS should be sent to patients.,0.092,0,0,0.095,1.348,60,0.826,0,3.272,No
It must offer real-time analytics and historical data for trend analysis.,Automatic appointment reminders via email or SMS should be sent to patients.,0,0,0,0,1.414,61,1,0,0,No
Doctor should be able to manage appointments.,An appointment cannot be reshceduled.,0.093,0.5,0,0.091,1.346,38,0.832,0,0.517,No
Appointment scheduling should have an eye on the availablity of the doctor.,An appointment cannot be reshceduled.,0.14,0,0,0,1.311,54,1,0,0,No
"The ERP system should track the inventory of medical supplies, drugs, and equipment.",An appointment cannot be reshceduled.,0,0,0,0,1.414,67,1,0,0,No
It must provide alerts for low stock levels and automate the reordering process.,An appointment cannot be reshceduled.,0,0,0,0,1.414,60,1,0,0,No
The system should allow for the categorization and easy retrieval of medical supplies and equipment.,An appointment cannot be reshceduled.,0,0,0,0,1.414,79,1,0,0,No
It must support barcode scanning for efficient tracking and stock management.,An appointment cannot be reshceduled.,0,0,0,0,1.414,59,1,0,0,No
It should support QR code to track stocks.,An appointment cannot be reshceduled.,0,0,0,0,1.414,34,1,0,0,No
"When the supply stock is low, it must notify.",An appointment cannot be reshceduled.,0,0,0,0,1.414,35,1,0,0,No
Software should monitor the medicine stocks.,An appointment cannot be reshceduled.,0,0,0,0,1.414,34,1,0,0,No
"The system must store and manage electronic health records for patients, including medical history, treatment plans, test results, and medications.",An appointment cannot be reshceduled.,0,0,0,0,1.414,123,1,0,0,No
EHRs should be accessible to authorized healthcare providers for updating and reference.,An appointment cannot be reshceduled.,0.07,0.333,0,0.062,1.364,72,0.876,0,0.963,No
"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",An appointment cannot be reshceduled.,0,0,0,0,1.414,80,1,0,0,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,An appointment cannot be reshceduled.,0,0,0,0,1.414,77,1,0,0,No
All the data must be encrypted.,An appointment cannot be reshceduled.,0.102,0.5,0,0.1,1.34,24,0.818,0,0.457,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",An appointment cannot be reshceduled.,0,0,0,0,1.414,119,1,0,0,No
It must integrate with insurance systems for verification and claim processing.,An appointment cannot be reshceduled.,0,0,0,0,1.414,61,1,0,0,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,An appointment cannot be reshceduled.,0,0,0,0,1.414,74,1,0,0,No
It should provide financial reporting and analytics for hospital administrators.,An appointment cannot be reshceduled.,0,0,0,0,1.414,64,1,0,0,No
Insurance will also be managed through this software.,An appointment cannot be reshceduled.,0.087,0.5,0,0.083,1.351,43,0.844,0,0.584,No
All kinds of payments should be done through online banking.,An appointment cannot be reshceduled.,0.077,0.5,0,0.071,1.358,43,0.862,0,0.748,No
"The system must manage employee records, including personal details, qualifications, and work history.",An appointment cannot be reshceduled.,0,0,0,0,1.414,83,1,0,0,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",An appointment cannot be reshceduled.,0,0,0,0,1.414,71,1,0,0,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",An appointment cannot be reshceduled.,0,0,0,0,1.414,73,1,0,0,No
The system should ensure compliance with labor laws and regulations.,An appointment cannot be reshceduled.,0,0,0,0,1.414,51,1,0,0,No
